celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Michael Bolton,11,3,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,3,24.0,3,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,8.0
The Situation,11,3,20.0,3,0,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,6.666666666666667
Audrina Patridge,11,4,23.0,3,0,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,7.666666666666667
Brandy,11,4,24.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,8.0
Bristol Palin,11,4,16.0,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,5.333333333333333
David Hasselhoff,11,4,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,4,17.5,3,0,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,5.833333333333333
Jennifer Grey,11,4,28.0,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,9.333333333333334
Kurt Warner,11,4,17.0,3,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,5.666666666666667
Kyle Massey,11,4,20.0,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,6.666666666666667
Margaret Cho,11,4,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,4,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,4,19.5,3,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,6.5
The Situation,11,4,14.0,3,0,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,4.666666666666667
Audrina Patridge,11,5,23.0,3,0,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,7.666666666666667
Brandy,11,5,27.0,3,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,9.0
Bristol Palin,11,5,18.0,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,6.0
David Hasselhoff,11,5,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,5,21.0,3,0,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,7.0
Jennifer Grey,11,5,25.0,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,8.333333333333334
Kurt Warner,11,5,24.0,3,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,8.0
Kyle Massey,11,5,20.0,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,6.666666666666667
Margaret Cho,11,5,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,5,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,5,24.0,3,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,8.0
The Situation,11,5,0.0,3,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Audrina Patridge,11,6,31.9998,3,0,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,10.6666
Brandy,11,6,35.9999,3,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,11.999966666666666
Bristol Palin,11,6,27.9998,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,9.333266666666667
David Hasselhoff,11,6,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,6,0.0,3,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,0.0
Jennifer Grey,11,6,29.0,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,9.666666666666666
Kurt Warner,11,6,21.9999,3,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,7.3333
Kyle Massey,11,6,29.999899999999997,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,9.999966666666666
Margaret Cho,11,6,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,6,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,6,30.0,3,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,10.0
The Situation,11,6,0.0,3,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Audrina Patridge,11,7,0.0,4,4,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,0.0
Brandy,11,7,36.5,4,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,9.125
Bristol Palin,11,7,32.5,4,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,8.125
David Hasselhoff,11,7,0.0,4,4,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,7,0.0,4,4,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,0.0
Jennifer Grey,11,7,36.5,4,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,9.125
Kurt Warner,11,7,35.0,4,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,8.75
Kyle Massey,11,7,33.5,4,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,8.375
Margaret Cho,11,7,0.0,4,4,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,7,0.0,4,4,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,7,34.5,4,0,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,8.625
The Situation,11,7,0.0,4,4,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Audrina Patridge,11,8,0.0,3,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,0.0
Brandy,11,8,28.5,3,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,9.5
Bristol Palin,11,8,23.5,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,7.833333333333333
David Hasselhoff,11,8,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,8,0.0,3,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,0.0
Jennifer Grey,11,8,28.5,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,9.5
Kurt Warner,11,8,24.0,3,0,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,8.0
Kyle Massey,11,8,28.0,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,9.333333333333334
Margaret Cho,11,8,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,8,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,8,0.0,3,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,0.0
The Situation,11,8,0.0,3,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Audrina Patridge,11,9,0.0,3,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,0.0
Brandy,11,9,28.5,3,0,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,9.5
Bristol Palin,11,9,26.5,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,8.833333333333334
David Hasselhoff,11,9,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,9,0.0,3,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,0.0
Jennifer Grey,11,9,30.0,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,10.0
Kurt Warner,11,9,0.0,3,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,0.0
Kyle Massey,11,9,29.0,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,9.666666666666666
Margaret Cho,11,9,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,9,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,9,0.0,3,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,0.0
The Situation,11,9,0.0,3,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Audrina Patridge,11,10,0.0,3,3,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,0.0
Brandy,11,10,0.0,3,3,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,0.0
Bristol Palin,11,10,25.6666,3,0,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,8.555533333333333
David Hasselhoff,11,10,0.0,3,3,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,0.0
Florence Henderson,11,10,0.0,3,3,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,0.0
Jennifer Grey,11,10,30.0,3,0,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,10.0
Kurt Warner,11,10,0.0,3,3,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,0.0
Kyle Massey,11,10,27.333199999999998,3,0,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,9.111066666666666
Margaret Cho,11,10,0.0,3,3,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,0.0
Michael Bolton,11,10,0.0,3,3,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,0.0
Rick Fox,11,10,0.0,3,3,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,0.0
The Situation,11,10,0.0,3,3,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,0.0
Chelsea Kane,12,1,21.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,7.0
Chris Jericho,12,1,19.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,6.333333333333333
Hines Ward,12,1,21.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,7.0
Kendra Wilkinson,12,1,18.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,6.0
Kirstie Alley,12,1,23.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,7.666666666666667
Mike Catherwood,12,1,13.0,3,0,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,4.333333333333333
Petra Nemcova,12,1,18.0,3,0,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,6.0
Ralph Macchio,12,1,24.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,8.0
Romeo,12,1,19.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,6.333333333333333
Sugar Ray Leonard,12,1,17.0,3,0,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,5.666666666666667
Wendy Williams,12,1,14.0,3,0,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,4.666666666666667
Chelsea Kane,12,2,18.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,6.0
Chris Jericho,12,2,23.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,7.666666666666667
Hines Ward,12,2,23.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,7.666666666666667
Kendra Wilkinson,12,2,19.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,6.333333333333333
Kirstie Alley,12,2,20.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,6.666666666666667
Mike Catherwood,12,2,17.0,3,0,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,5.666666666666667
Petra Nemcova,12,2,18.0,3,0,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,6.0
Ralph Macchio,12,2,21.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,7.0
Romeo,12,2,23.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,7.666666666666667
Sugar Ray Leonard,12,2,17.0,3,0,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,5.666666666666667
Wendy Williams,12,2,17.0,3,0,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,5.666666666666667
Chelsea Kane,12,3,23.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,7.666666666666667
Chris Jericho,12,3,21.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,7.0
Hines Ward,12,3,25.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,8.333333333333334
Kendra Wilkinson,12,3,23.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,7.666666666666667
Kirstie Alley,12,3,21.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,7.0
Mike Catherwood,12,3,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,3,25.0,3,0,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,8.333333333333334
Ralph Macchio,12,3,21.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,7.0
Romeo,12,3,20.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,6.666666666666667
Sugar Ray Leonard,12,3,20.0,3,0,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,6.666666666666667
Wendy Williams,12,3,15.0,3,0,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,5.0
Chelsea Kane,12,4,26.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,8.666666666666666
Chris Jericho,12,4,23.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,7.666666666666667
Hines Ward,12,4,25.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,8.333333333333334
Kendra Wilkinson,12,4,18.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,6.0
Kirstie Alley,12,4,22.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,7.333333333333333
Mike Catherwood,12,4,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,4,23.0,3,0,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,7.666666666666667
Ralph Macchio,12,4,25.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,8.333333333333334
Romeo,12,4,23.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,7.666666666666667
Sugar Ray Leonard,12,4,21.0,3,0,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,7.0
Wendy Williams,12,4,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,5,26.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,8.666666666666666
Chris Jericho,12,5,26.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,8.666666666666666
Hines Ward,12,5,27.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,9.0
Kendra Wilkinson,12,5,22.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,7.333333333333333
Kirstie Alley,12,5,23.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,7.666666666666667
Mike Catherwood,12,5,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,5,22.0,3,0,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,7.333333333333333
Ralph Macchio,12,5,22.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,7.333333333333333
Romeo,12,5,26.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,8.666666666666666
Sugar Ray Leonard,12,5,0.0,3,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,5,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,6,28.0,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,9.333333333333334
Chris Jericho,12,6,22.0,3,0,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,7.333333333333333
Hines Ward,12,6,27.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,9.0
Kendra Wilkinson,12,6,25.0,3,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,8.333333333333334
Kirstie Alley,12,6,26.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,8.666666666666666
Mike Catherwood,12,6,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,6,0.0,3,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,0.0
Ralph Macchio,12,6,24.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,8.0
Romeo,12,6,28.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,9.333333333333334
Sugar Ray Leonard,12,6,0.0,3,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,6,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,7,32.0,4,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,8.0
Chris Jericho,12,7,0.0,4,4,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,0.0
Hines Ward,12,7,33.0,4,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,8.25
Kendra Wilkinson,12,7,30.5,4,0,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,7.625
Kirstie Alley,12,7,30.0,4,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,7.5
Mike Catherwood,12,7,0.0,4,4,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,7,0.0,4,4,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,0.0
Ralph Macchio,12,7,33.0,4,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,8.25
Romeo,12,7,30.0,4,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,7.5
Sugar Ray Leonard,12,7,0.0,4,4,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,7,0.0,4,4,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,8,27.5,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,9.166666666666666
Chris Jericho,12,8,0.0,3,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,0.0
Hines Ward,12,8,27.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,9.0
Kendra Wilkinson,12,8,0.0,3,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,0.0
Kirstie Alley,12,8,26.5,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,8.833333333333334
Mike Catherwood,12,8,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,8,0.0,3,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,0.0
Ralph Macchio,12,8,23.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,7.666666666666667
Romeo,12,8,26.0,3,0,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,8.666666666666666
Sugar Ray Leonard,12,8,0.0,3,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,8,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,9,36.5,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,12.166666666666666
Chris Jericho,12,9,0.0,3,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,0.0
Hines Ward,12,9,30.0,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,10.0
Kendra Wilkinson,12,9,0.0,3,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,0.0
Kirstie Alley,12,9,27.0,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,9.0
Mike Catherwood,12,9,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,9,0.0,3,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,0.0
Ralph Macchio,12,9,24.0,3,0,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,8.0
Romeo,12,9,0.0,3,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,0.0
Sugar Ray Leonard,12,9,0.0,3,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,9,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Chelsea Kane,12,10,29.666600000000003,3,0,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,9.888866666666667
Chris Jericho,12,10,0.0,3,3,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,0.0
Hines Ward,12,10,29.666600000000003,3,0,Kym Johnson,Athlete,,South Korea,35,1st Place,1,9.888866666666667
Kendra Wilkinson,12,10,0.0,3,3,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,0.0
Kirstie Alley,12,10,27.999899999999997,3,0,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,9.3333
Mike Catherwood,12,10,0.0,3,3,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,0.0
Petra Nemcova,12,10,0.0,3,3,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,0.0
Ralph Macchio,12,10,0.0,3,3,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,0.0
Romeo,12,10,0.0,3,3,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,0.0
Sugar Ray Leonard,12,10,0.0,3,3,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,0.0
Wendy Williams,12,10,0.0,3,3,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,0.0
Carson Kressley,13,1,17.0,3,0,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,5.666666666666667
Chaz Bono,13,1,17.0,3,0,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,5.666666666666667
Chynna Phillips,13,1,22.0,3,0,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,7.333333333333333
